2,034598e2-f83b-4be7-ae99-1348ca7eb829,S2A_MSIL1C_20210422T021601_N0300_R003_T52SCH_20210425T121208
4,94cfb77b-b470-4344-8394-3ddf83cce254,S2A_MSIL1C_20210412T021601_N0300_R003_T52SCH_20210412T042017
7,75724a0a-5710-4105-8f35-28c34cdb9036,S2B_MSIL1C_20210328T031559_N0209_R003_T52SCH_20210328T040949
8,be07b865-d201-4fdc-97c8-dd358757d93a,S2A_MSIL1C_20210323T021601_N0209_R003_T52SCH_20210323T042036
9,172ab5dc-7849-4e49-89cc-fe163285be00,S2B_MSIL1C_20210318T021559_N0209_R003_T52SCH_20210318T040155
